Time;Area;val
Year 2025 Week 11;Kanta-Häme Hospital District;2
Year 2025 Week 12;Kanta-Häme Hospital District;2
Year 2025 Week 13;Kanta-Häme Hospital District;0
Year 2025 Week 14;Kanta-Häme Hospital District;3
Year 2025 Week 15;Kanta-Häme Hospital District;1
Year 2025 Week 16;Kanta-Häme Hospital District;2
Year 2025 Week 17;Kanta-Häme Hospital District;3
Year 2025 Week 18;Kanta-Häme Hospital District;5
Year 2025 Week 19;Kanta-Häme Hospital District;3
Year 2025 Week 20;Kanta-Häme Hospital District;0
Year 2025 Week 21;Kanta-Häme Hospital District;2
Year 2025 Week 22;Kanta-Häme Hospital District;0
Year 2025 Week 23;Kanta-Häme Hospital District;0
Year 2025 Week 24;Kanta-Häme Hospital District;0
Year 2025 Week 25;Kanta-Häme Hospital District;0
Year 2025 Week 26;Kanta-Häme Hospital District;1
Year 2025 Week 27;Kanta-Häme Hospital District;0
Year 2025 Week 28;Kanta-Häme Hospital District;1
Year 2025 Week 29;Kanta-Häme Hospital District;4
Year 2025 Week 30;Kanta-Häme Hospital District;2
Year 2025 Week 31;Kanta-Häme Hospital District;0
Year 2025 Week 32;Kanta-Häme Hospital District;2
Year 2025 Week 33;Kanta-Häme Hospital District;0
Year 2025 Week 34;Kanta-Häme Hospital District;4
Year 2025 Week 35;Kanta-Häme Hospital District;6
Year 2025 Week 36;Kanta-Häme Hospital District;4
Year 2025 Week 37;Kanta-Häme Hospital District;2
Year 2025 Week 38;Kanta-Häme Hospital District;1
Year 2025 Week 39;Kanta-Häme Hospital District;0
Year 2025 Week 40;Kanta-Häme Hospital District;7
Year 2025 Week 41;Kanta-Häme Hospital District;5
Year 2025 Week 42;Kanta-Häme Hospital District;3
Year 2025 Week 43;Kanta-Häme Hospital District;4
Year 2025 Week 44;Kanta-Häme Hospital District;7
Year 2025 Week 45;Kanta-Häme Hospital District;7
Year 2025 Week 46;Kanta-Häme Hospital District;3
Year 2025 Week 47;Kanta-Häme Hospital District;1
Year 2025 Week 48;Kanta-Häme Hospital District;6
Year 2025 Week 49;Kanta-Häme Hospital District;8
Year 2025 Week 50;Kanta-Häme Hospital District;5
Year 2025 Week 51;Kanta-Häme Hospital District;12
Year 2025 Week 52;Kanta-Häme Hospital District;17
Year 2026 Week 01;Kanta-Häme Hospital District;11
All times;Kanta-Häme Hospital District;36671
Year 2020 Week 01;Pirkanmaa Hospital District;
Year 2020 Week 02;Pirkanmaa Hospital District;
Year 2020 Week 03;Pirkanmaa Hospital District;
Year 2020 Week 04;Pirkanmaa Hospital District;
Year 2020 Week 05;Pirkanmaa Hospital District;
Year 2020 Week 06;Pirkanmaa Hospital District;0
Year 2020 Week 07;Pirkanmaa Hospital District;0
Year 2020 Week 08;Pirkanmaa Hospital District;0
Year 2020 Week 09;Pirkanmaa Hospital District;0
Year 2020 Week 10;Pirkanmaa Hospital District;10
Year 2020 Week 11;Pirkanmaa Hospital District;19
Year 2020 Week 12;Pirkanmaa Hospital District;38
Year 2020 Week 13;Pirkanmaa Hospital District;58
Year 2020 Week 14;Pirkanmaa Hospital District;44
Year 2020 Week 15;Pirkanmaa Hospital District;21
Year 2020 Week 16;Pirkanmaa Hospital District;14
Year 2020 Week 17;Pirkanmaa Hospital District;16
Year 2020 Week 18;Pirkanmaa Hospital District;17
Year 2020 Week 19;Pirkanmaa Hospital District;14
Year 2020 Week 20;Pirkanmaa Hospital District;4
Year 2020 Week 21;Pirkanmaa Hospital District;5
Year 2020 Week 22;Pirkanmaa Hospital District;1
Year 2020 Week 23;Pirkanmaa Hospital District;1
Year 2020 Week 24;Pirkanmaa Hospital District;1
Year 2020 Week 25;Pirkanmaa Hospital District;0
Year 2020 Week 26;Pirkanmaa Hospital District;0
Year 2020 Week 27;Pirkanmaa Hospital District;0
Year 2020 Week 28;Pirkanmaa Hospital District;1
Year 2020 Week 29;Pirkanmaa Hospital District;0
Year 2020 Week 30;Pirkanmaa Hospital District;0
Year 2020 Week 31;Pirkanmaa Hospital District;4
Year 2020 Week 32;Pirkanmaa Hospital District;4
Year 2020 Week 33;Pirkanmaa Hospital District;3
Year 2020 Week 34;Pirkanmaa Hospital District;6
Year 2020 Week 35;Pirkanmaa Hospital District;9
Year 2020 Week 36;Pirkanmaa Hospital District;20
Year 2020 Week 37;Pirkanmaa Hospital District;34
Year 2020 Week 38;Pirkanmaa Hospital District;61
Year 2020 Week 39;Pirkanmaa Hospital District;40
Year 2020 Week 40;Pirkanmaa Hospital District;76
Year 2020 Week 41;Pirkanmaa Hospital District;75
Year 2020 Week 42;Pirkanmaa Hospital District;76
Year 2020 Week 43;Pirkanmaa Hospital District;78
Year 2020 Week 44;Pirkanmaa Hospital District;75
Year 2020 Week 45;Pirkanmaa Hospital District;63
Year 2020 Week 46;Pirkanmaa Hospital District;87
Year 2020 Week 47;Pirkanmaa Hospital District;170
Year 2020 Week 48;Pirkanmaa Hospital District;235
Year 2020 Week 49;Pirkanmaa Hospital District;210
Year 2020 Week 50;Pirkanmaa Hospital District;153
Year 2020 Week 51;Pirkanmaa Hospital District;101
Year 2020 Week 52;Pirkanmaa Hospital District;81
Year 2020 Week 53;Pirkanmaa Hospital District;82
Year 2021 Week 01;Pirkanmaa Hospital District;94
Year 2021 Week 02;Pirkanmaa Hospital District;127
Year 2021 Week 03;Pirkanmaa Hospital District;133
Year 2021 Week 04;Pirkanmaa Hospital District;168
Year 2021 Week 05;Pirkanmaa Hospital District;103
Year 2021 Week 06;Pirkanmaa Hospital District;69
Year 2021 Week 07;Pirkanmaa Hospital District;110
Year 2021 Week 08;Pirkanmaa Hospital District;159
Year 2021 Week 09;Pirkanmaa Hospital District;236
Year 2021 Week 10;Pirkanmaa Hospital District;300
Year 2021 Week 11;Pirkanmaa Hospital District;256
Year 2021 Week 12;Pirkanmaa Hospital District;289
Year 2021 Week 13;Pirkanmaa Hospital District;160
Year 2021 Week 14;Pirkanmaa Hospital District;182
Year 2021 Week 15;Pirkanmaa Hospital District;173
Year 2021 Week 16;Pirkanmaa Hospital District;177
Year 2021 Week 17;Pirkanmaa Hospital District;120
Year 2021 Week 18;Pirkanmaa Hospital District;74
Year 2021 Week 19;Pirkanmaa Hospital District;84
Year 2021 Week 20;Pirkanmaa Hospital District;78
Year 2021 Week 21;Pirkanmaa Hospital District;64
Year 2021 Week 22;Pirkanmaa Hospital District;57
Year 2021 Week 23;Pirkanmaa Hospital District;66
Year 2021 Week 24;Pirkanmaa Hospital District;72
Year 2021 Week 25;Pirkanmaa Hospital District;85
Year 2021 Week 26;Pirkanmaa Hospital District;108
Year 2021 Week 27;Pirkanmaa Hospital District;157
Year 2021 Week 28;Pirkanmaa Hospital District;204
Year 2021 Week 29;Pirkanmaa Hospital District;331
Year 2021 Week 30;Pirkanmaa Hospital District;564
Year 2021 Week 31;Pirkanmaa Hospital District;545
Year 2021 Week 32;Pirkanmaa Hospital District;366
Year 2021 Week 33;Pirkanmaa Hospital District;223
Year 2021 Week 34;Pirkanmaa Hospital District;290
Year 2021 Week 35;Pirkanmaa Hospital District;325
Year 2021 Week 36;Pirkanmaa Hospital District;265
Year 2021 Week 37;Pirkanmaa Hospital District;198
Year 2021 Week 38;Pirkanmaa Hospital District;258
Year 2021 Week 39;Pirkanmaa Hospital District;321
Year 2021 Week 40;Pirkanmaa Hospital District;404
Year 2021 Week 41;Pirkanmaa Hospital District;338
Year 2021 Week 42;Pirkanmaa Hospital District;310
Year 2021 Week 43;Pirkanmaa Hospital District;397
Year 2021 Week 44;Pirkanmaa Hospital District;479
Year 2021 Week 45;Pirkanmaa Hospital District;606
Year 2021 Week 46;Pirkanmaa Hospital District;761
Year 2021 Week 47;Pirkanmaa Hospital District;935
Year 2021 Week 48;Pirkanmaa Hospital District;1295
Year 2021 Week 49;Pirkanmaa Hospital District;1525
Year 2021 Week 50;Pirkanmaa Hospital District;1411
Year 2021 Week 51;Pirkanmaa Hospital District;2176
Year 2021 Week 52;Pirkanmaa Hospital District;3691
Year 2022 Week 01;Pirkanmaa Hospital District;4641
Year 2022 Week 02;Pirkanmaa Hospital District;4713
Year 2022 Week 03;Pirkanmaa Hospital District;4834
Year 2022 Week 04;Pirkanmaa Hospital District;3689
Year 2022 Week 05;Pirkanmaa Hospital District;3720
Year 2022 Week 06;Pirkanmaa Hospital District;3923
Year 2022 Week 07;Pirkanmaa Hospital District;3889
Year 2022 Week 08;Pirkanmaa Hospital District;3737
Year 2022 Week 09;Pirkanmaa Hospital District;3605
Year 2022 Week 10;Pirkanmaa Hospital District;4134
Year 2022 Week 11;Pirkanmaa Hospital District;4176
Year 2022 Week 12;Pirkanmaa Hospital District;4077
Year 2022 Week 13;Pirkanmaa Hospital District;3785
Year 2022 Week 14;Pirkanmaa Hospital District;3373
Year 2022 Week 15;Pirkanmaa Hospital District;2053
Year 2022 Week 16;Pirkanmaa Hospital District;2542
Year 2022 Week 17;Pirkanmaa Hospital District;1610
Year 2022 Week 18;Pirkanmaa Hospital District;1334
Year 2022 Week 19;Pirkanmaa Hospital District;1002
Year 2022 Week 20;Pirkanmaa Hospital District;978
Year 2022 Week 21;Pirkanmaa Hospital District;1092
Year 2022 Week 22;Pirkanmaa Hospital District;1079
Year 2022 Week 23;Pirkanmaa Hospital District;912
Year 2022 Week 24;Pirkanmaa Hospital District;810
Year 2022 Week 25;Pirkanmaa Hospital District;889
Year 2022 Week 26;Pirkanmaa Hospital District;791
Year 2022 Week 27;Pirkanmaa Hospital District;1074
Year 2022 Week 28;Pirkanmaa Hospital District;1331
Year 2022 Week 29;Pirkanmaa Hospital District;1387
Year 2022 Week 30;Pirkanmaa Hospital District;1320
Year 2022 Week 31;Pirkanmaa Hospital District;1172
Year 2022 Week 32;Pirkanmaa Hospital District;1096
Year 2022 Week 33;Pirkanmaa Hospital District;870
Year 2022 Week 34;Pirkanmaa Hospital District;444
Year 2022 Week 35;Pirkanmaa Hospital District;443
Year 2022 Week 36;Pirkanmaa Hospital District;637
Year 2022 Week 37;Pirkanmaa Hospital District;679
Year 2022 Week 38;Pirkanmaa Hospital District;693
Year 2022 Week 39;Pirkanmaa Hospital District;797
Year 2022 Week 40;Pirkanmaa Hospital District;943
Year 2022 Week 41;Pirkanmaa Hospital District;1090
Year 2022 Week 42;Pirkanmaa Hospital District;1035
Year 2022 Week 43;Pirkanmaa Hospital District;1031
Year 2022 Week 44;Pirkanmaa Hospital District;1023
Year 2022 Week 45;Pirkanmaa Hospital District;979
Year 2022 Week 46;Pirkanmaa Hospital District;944
Year 2022 Week 47;Pirkanmaa Hospital District;853
Year 2022 Week 48;Pirkanmaa Hospital District;915
Year 2022 Week 49;Pirkanmaa Hospital District;833
Year 2022 Week 50;Pirkanmaa Hospital District;798
Year 2022 Week 51;Pirkanmaa Hospital District;420
Year 2022 Week 52;Pirkanmaa Hospital District;370
Year 2023 Week 01;Pirkanmaa Hospital District;114
Year 2023 Week 02;Pirkanmaa Hospital District;92
Year 2023 Week 03;Pirkanmaa Hospital District;53
Year 2023 Week 04;Pirkanmaa Hospital District;41
Year 2023 Week 05;Pirkanmaa Hospital District;27
Year 2023 Week 06;Pirkanmaa Hospital District;26
Year 2023 Week 07;Pirkanmaa Hospital District;30
Year 2023 Week 08;Pirkanmaa Hospital District;46
Year 2023 Week 09;Pirkanmaa Hospital District;52
Year 2023 Week 10;Pirkanmaa Hospital District;34
Year 2023 Week 11;Pirkanmaa Hospital District;97
Year 2023 Week 12;Pirkanmaa Hospital District;144
Year 2023 Week 13;Pirkanmaa Hospital District;139
Year 2023 Week 14;Pirkanmaa Hospital District;97
Year 2023 Week 15;Pirkanmaa Hospital District;137
Year 2023 Week 16;Pirkanmaa Hospital District;141
Year 2023 Week 17;Pirkanmaa Hospital District;125
Year 2023 Week 18;Pirkanmaa Hospital District;91
Year 2023 Week 19;Pirkanmaa Hospital District;133
Year 2023 Week 20;Pirkanmaa Hospital District;87
Year 2023 Week 21;Pirkanmaa Hospital District;42
Year 2023 Week 22;Pirkanmaa Hospital District;49
Year 2023 Week 23;Pirkanmaa Hospital District;58
Year 2023 Week 24;Pirkanmaa Hospital District;44
Year 2023 Week 25;Pirkanmaa Hospital District;25
Year 2023 Week 26;Pirkanmaa Hospital District;31
Year 2023 Week 27;Pirkanmaa Hospital District;13
Year 2023 Week 28;Pirkanmaa Hospital District;13
Year 2023 Week 29;Pirkanmaa Hospital District;15
Year 2023 Week 30;Pirkanmaa Hospital District;17
Year 2023 Week 31;Pirkanmaa Hospital District;12
Year 2023 Week 32;Pirkanmaa Hospital District;17
Year 2023 Week 33;Pirkanmaa Hospital District;13
Year 2023 Week 34;Pirkanmaa Hospital District;7
Year 2023 Week 35;Pirkanmaa Hospital District;19
Year 2023 Week 36;Pirkanmaa Hospital District;16
Year 2023 Week 37;Pirkanmaa Hospital District;27
Year 2023 Week 38;Pirkanmaa Hospital District;26
Year 2023 Week 39;Pirkanmaa Hospital District;41
Year 2023 Week 40;Pirkanmaa Hospital District;56
Year 2023 Week 41;Pirkanmaa Hospital District;111
Year 2023 Week 42;Pirkanmaa Hospital District;140
Year 2023 Week 43;Pirkanmaa Hospital District;222
Year 2023 Week 44;Pirkanmaa Hospital District;311
Year 2023 Week 45;Pirkanmaa Hospital District;330
Year 2023 Week 46;Pirkanmaa Hospital District;276
Year 2023 Week 47;Pirkanmaa Hospital District;178
Year 2023 Week 48;Pirkanmaa Hospital District;144
Year 2023 Week 49;Pirkanmaa Hospital District;161
Year 2023 Week 50;Pirkanmaa Hospital District;135
Year 2023 Week 51;Pirkanmaa Hospital District;141
Year 2023 Week 52;Pirkanmaa Hospital District;74
Year 2024 Week 01;Pirkanmaa Hospital District;43
Year 2024 Week 02;Pirkanmaa Hospital District;33
Year 2024 Week 03;Pirkanmaa Hospital District;26
Year 2024 Week 04;Pirkanmaa Hospital District;13
Year 2024 Week 05;Pirkanmaa Hospital District;15
Year 2024 Week 06;Pirkanmaa Hospital District;12
Year 2024 Week 07;Pirkanmaa Hospital District;11
Year 2024 Week 08;Pirkanmaa Hospital District;24
Year 2024 Week 09;Pirkanmaa Hospital District;20
Year 2024 Week 10;Pirkanmaa Hospital District;7
Year 2024 Week 11;Pirkanmaa Hospital District;7
Year 2024 Week 12;Pirkanmaa Hospital District;11
Year 2024 Week 13;Pirkanmaa Hospital District;10
Year 2024 Week 14;Pirkanmaa Hospital District;11
Year 2024 Week 15;Pirkanmaa Hospital District;2
Year 2024 Week 16;Pirkanmaa Hospital District;7
Year 2024 Week 17;Pirkanmaa Hospital District;2
Year 2024 Week 18;Pirkanmaa Hospital District;7
Year 2024 Week 19;Pirkanmaa Hospital District;21
Year 2024 Week 20;Pirkanmaa Hospital District;12
Year 2024 Week 21;Pirkanmaa Hospital District;7
Year 2024 Week 22;Pirkanmaa Hospital District;9
Year 2024 Week 23;Pirkanmaa Hospital District;7
Year 2024 Week 24;Pirkanmaa Hospital District;9
Year 2024 Week 25;Pirkanmaa Hospital District;12
Year 2024 Week 26;Pirkanmaa Hospital District;16
Year 2024 Week 27;Pirkanmaa Hospital District;27
Year 2024 Week 28;Pirkanmaa Hospital District;42
Year 2024 Week 29;Pirkanmaa Hospital District;38
Year 2024 Week 30;Pirkanmaa Hospital District;54
Year 2024 Week 31;Pirkanmaa Hospital District;74
Year 2024 Week 32;Pirkanmaa Hospital District;87
Year 2024 Week 33;Pirkanmaa Hospital District;94
Year 2024 Week 34;Pirkanmaa Hospital District;100
Year 2024 Week 35;Pirkanmaa Hospital District;69
Year 2024 Week 36;Pirkanmaa Hospital District;62
Year 2024 Week 37;Pirkanmaa Hospital District;53
Year 2024 Week 38;Pirkanmaa Hospital District;51
Year 2024 Week 39;Pirkanmaa Hospital District;48
Year 2024 Week 40;Pirkanmaa Hospital District;45
Year 2024 Week 41;Pirkanmaa Hospital District;45
Year 2024 Week 42;Pirkanmaa Hospital District;43
Year 2024 Week 43;Pirkanmaa Hospital District;25
Year 2024 Week 44;Pirkanmaa Hospital District;56
Year 2024 Week 45;Pirkanmaa Hospital District;42
Year 2024 Week 46;Pirkanmaa Hospital District;41
Year 2024 Week 47;Pirkanmaa Hospital District;47
Year 2024 Week 48;Pirkanmaa Hospital District;63
Year 2024 Week 49;Pirkanmaa Hospital District;82
Year 2024 Week 50;Pirkanmaa Hospital District;89
Year 2024 Week 51;Pirkanmaa Hospital District;111
Year 2024 Week 52;Pirkanmaa Hospital District;107
Year 2025 Week 01;Pirkanmaa Hospital District;81
Year 2025 Week 02;Pirkanmaa Hospital District;80
Year 2025 Week 03;Pirkanmaa Hospital District;45
Year 2025 Week 04;Pirkanmaa Hospital District;32
Year 2025 Week 05;Pirkanmaa Hospital District;25
Year 2025 Week 06;Pirkanmaa Hospital District;29
Year 2025 Week 07;Pirkanmaa Hospital District;16
Year 2025 Week 08;Pirkanmaa Hospital District;18
Year 2025 Week 09;Pirkanmaa Hospital District;23
Year 2025 Week 10;Pirkanmaa Hospital District;10
Year 2025 Week 11;Pirkanmaa Hospital District;10
Year 2025 Week 12;Pirkanmaa Hospital District;12
Year 2025 Week 13;Pirkanmaa Hospital District;5
Year 2025 Week 14;Pirkanmaa Hospital District;5
Year 2025 Week 15;Pirkanmaa Hospital District;2
Year 2025 Week 16;Pirkanmaa Hospital District;3
Year 2025 Week 17;Pirkanmaa Hospital District;5
Year 2025 Week 18;Pirkanmaa Hospital District;3
Year 2025 Week 19;Pirkanmaa Hospital District;8
Year 2025 Week 20;Pirkanmaa Hospital District;7
Year 2025 Week 21;Pirkanmaa Hospital District;6
Year 2025 Week 22;Pirkanmaa Hospital District;7
Year 2025 Week 23;Pirkanmaa Hospital District;7
Year 2025 Week 24;Pirkanmaa Hospital District;3
Year 2025 Week 25;Pirkanmaa Hospital District;4
Year 2025 Week 26;Pirkanmaa Hospital District;3
Year 2025 Week 27;Pirkanmaa Hospital District;10
Year 2025 Week 28;Pirkanmaa Hospital District;5
Year 2025 Week 29;Pirkanmaa Hospital District;6
Year 2025 Week 30;Pirkanmaa Hospital District;4
Year 2025 Week 31;Pirkanmaa Hospital District;1
Year 2025 Week 32;Pirkanmaa Hospital District;3
Year 2025 Week 33;Pirkanmaa Hospital District;4
Year 2025 Week 34;Pirkanmaa Hospital District;8
Year 2025 Week 35;Pirkanmaa Hospital District;11
Year 2025 Week 36;Pirkanmaa Hospital District;18
Year 2025 Week 37;Pirkanmaa Hospital District;18
Year 2025 Week 38;Pirkanmaa Hospital District;7
Year 2025 Week 39;Pirkanmaa Hospital District;24
Year 2025 Week 40;Pirkanmaa Hospital District;23
Year 2025 Week 41;Pirkanmaa Hospital District;32
Year 2025 Week 42;Pirkanmaa Hospital District;47
Year 2025 Week 43;Pirkanmaa Hospital District;45
Year 2025 Week 44;Pirkanmaa Hospital District;27
Year 2025 Week 45;Pirkanmaa Hospital District;17
Year 2025 Week 46;Pirkanmaa Hospital District;14
Year 2025 Week 47;Pirkanmaa Hospital District;9
Year 2025 Week 48;Pirkanmaa Hospital District;18
Year 2025 Week 49;Pirkanmaa Hospital District;24
Year 2025 Week 50;Pirkanmaa Hospital District;31
Year 2025 Week 51;Pirkanmaa Hospital District;29
Year 2025 Week 52;Pirkanmaa Hospital District;23
Year 2026 Week 01;Pirkanmaa Hospital District;21
All times;Pirkanmaa Hospital District;125838
Year 2020 Week 01;Päijät-Häme Hospital District;
Year 2020 Week 02;Päijät-Häme Hospital District;
Year 2020 Week 03;Päijät-Häme Hospital District;
Year 2020 Week 04;Päijät-Häme Hospital District;
Year 2020 Week 05;Päijät-Häme Hospital District;
Year 2020 Week 06;Päijät-Häme Hospital District;0
Year 2020 Week 07;Päijät-Häme Hospital District;0
Year 2020 Week 08;Päijät-Häme Hospital District;0
Year 2020 Week 09;Päijät-Häme Hospital District;0
Year 2020 Week 10;Päijät-Häme Hospital District;0
Year 2020 Week 11;Päijät-Häme Hospital District;2
Year 2020 Week 12;Päijät-Häme Hospital District;12
Year 2020 Week 13;Päijät-Häme Hospital District;20
Year 2020 Week 14;Päijät-Häme Hospital District;14
Year 2020 Week 15;Päijät-Häme Hospital District;12
Year 2020 Week 16;Päijät-Häme Hospital District;9
Year 2020 Week 17;Päijät-Häme Hospital District;8
Year 2020 Week 18;Päijät-Häme Hospital District;3
Year 2020 Week 19;Päijät-Häme Hospital District;17
Year 2020 Week 20;Päijät-Häme Hospital District;10
Year 2020 Week 21;Päijät-Häme Hospital District;1
Year 2020 Week 22;Päijät-Häme Hospital District;1
Year 2020 Week 23;Päijät-Häme Hospital District;1
Year 2020 Week 24;Päijät-Häme Hospital District;0
Year 2020 Week 25;Päijät-Häme Hospital District;0
Year 2020 Week 26;Päijät-Häme Hospital District;0
Year 2020 Week 27;Päijät-Häme Hospital District;2
Year 2020 Week 28;Päijät-Häme Hospital District;8
Year 2020 Week 29;Päijät-Häme Hospital District;1
Year 2020 Week 30;Päijät-Häme Hospital District;0
Year 2020 Week 31;Päijät-Häme Hospital District;0
Year 2020 Week 32;Päijät-Häme Hospital District;3
Year 2020 Week 33;Päijät-Häme Hospital District;3
Year 2020 Week 34;Päijät-Häme Hospital District;1
Year 2020 Week 35;Päijät-Häme Hospital District;4
Year 2020 Week 36;Päijät-Häme Hospital District;24
Year 2020 Week 37;Päijät-Häme Hospital District;42
Year 2020 Week 38;Päijät-Häme Hospital District;22
Year 2020 Week 39;Päijät-Häme Hospital District;13
Year 2020 Week 40;Päijät-Häme Hospital District;8
Year 2020 Week 41;Päijät-Häme Hospital District;7
Year 2020 Week 42;Päijät-Häme Hospital District;16
Year 2020 Week 43;Päijät-Häme Hospital District;13
Year 2020 Week 44;Päijät-Häme Hospital District;22
Year 2020 Week 45;Päijät-Häme Hospital District;23
Year 2020 Week 46;Päijät-Häme Hospital District;51
Year 2020 Week 47;Päijät-Häme Hospital District;127
Year 2020 Week 48;Päijät-Häme Hospital District;204
Year 2020 Week 49;Päijät-Häme Hospital District;103
Year 2020 Week 50;Päijät-Häme Hospital District;54
Year 2020 Week 51;Päijät-Häme Hospital District;59
Year 2020 Week 52;Päijät-Häme Hospital District;53
Year 2020 Week 53;Päijät-Häme Hospital District;40
Year 2021 Week 01;Päijät-Häme Hospital District;60
Year 2021 Week 02;Päijät-Häme Hospital District;29
Year 2021 Week 03;Päijät-Häme Hospital District;37
Year 2021 Week 04;Päijät-Häme Hospital District;41
Year 2021 Week 05;Päijät-Häme Hospital District;39
Year 2021 Week 06;Päijät-Häme Hospital District;44
Year 2021 Week 07;Päijät-Häme Hospital District;62
Year 2021 Week 08;Päijät-Häme Hospital District;100
Year 2021 Week 09;Päijät-Häme Hospital District;86
Year 2021 Week 10;Päijät-Häme Hospital District;197
Year 2021 Week 11;Päijät-Häme Hospital District;204
Year 2021 Week 12;Päijät-Häme Hospital District;162
Year 2021 Week 13;Päijät-Häme Hospital District;148
Year 2021 Week 14;Päijät-Häme Hospital District;166
Year 2021 Week 15;Päijät-Häme Hospital District;82
Year 2021 Week 16;Päijät-Häme Hospital District;89
Year 2021 Week 17;Päijät-Häme Hospital District;121
Year 2021 Week 18;Päijät-Häme Hospital District;118
Year 2021 Week 19;Päijät-Häme Hospital District;117
Year 2021 Week 20;Päijät-Häme Hospital District;66
Year 2021 Week 21;Päijät-Häme Hospital District;63
Year 2021 Week 22;Päijät-Häme Hospital District;33
Year 2021 Week 23;Päijät-Häme Hospital District;25
Year 2021 Week 24;Päijät-Häme Hospital District;42
Year 2021 Week 25;Päijät-Häme Hospital District;41
Year 2021 Week 26;Päijät-Häme Hospital District;121
Year 2021 Week 27;Päijät-Häme Hospital District;133
Year 2021 Week 28;Päijät-Häme Hospital District;146
Year 2021 Week 29;Päijät-Häme Hospital District;136
Year 2021 Week 30;Päijät-Häme Hospital District;103
Year 2021 Week 31;Päijät-Häme Hospital District;117
Year 2021 Week 32;Päijät-Häme Hospital District;72
Year 2021 Week 33;Päijät-Häme Hospital District;69
Year 2021 Week 34;Päijät-Häme Hospital District;87
Year 2021 Week 35;Päijät-Häme Hospital District;79
Year 2021 Week 36;Päijät-Häme Hospital District;91
Year 2021 Week 37;Päijät-Häme Hospital District;98
Year 2021 Week 38;Päijät-Häme Hospital District;164
Year 2021 Week 39;Päijät-Häme Hospital District;317
Year 2021 Week 40;Päijät-Häme Hospital District;296
Year 2021 Week 41;Päijät-Häme Hospital District;270
Year 2021 Week 42;Päijät-Häme Hospital District;231
Year 2021 Week 43;Päijät-Häme Hospital District;211
Year 2021 Week 44;Päijät-Häme Hospital District;222
Year 2021 Week 45;Päijät-Häme Hospital District;245
Year 2021 Week 46;Päijät-Häme Hospital District;326
Year 2021 Week 47;Päijät-Häme Hospital District;478
Year 2021 Week 48;Päijät-Häme Hospital District;415
Year 2021 Week 49;Päijät-Häme Hospital District;498
Year 2021 Week 50;Päijät-Häme Hospital District;457
Year 2021 Week 51;Päijät-Häme Hospital District;563
Year 2021 Week 52;Päijät-Häme Hospital District;1205
Year 2022 Week 01;Päijät-Häme Hospital District;1716
Year 2022 Week 02;Päijät-Häme Hospital District;1847
Year 2022 Week 03;Päijät-Häme Hospital District;2126
Year 2022 Week 04;Päijät-Häme Hospital District;1952
Year 2022 Week 05;Päijät-Häme Hospital District;1475
Year 2022 Week 06;Päijät-Häme Hospital District;1701
Year 2022 Week 07;Päijät-Häme Hospital District;1788
Year 2022 Week 08;Päijät-Häme Hospital District;1919
Year 2022 Week 09;Päijät-Häme Hospital District;1803
Year 2022 Week 10;Päijät-Häme Hospital District;2007
Year 2022 Week 11;Päijät-Häme Hospital District;2014
Year 2022 Week 12;Päijät-Häme Hospital District;1975
Year 2022 Week 13;Päijät-Häme Hospital District;1548
Year 2022 Week 14;Päijät-Häme Hospital District;1328
Year 2022 Week 15;Päijät-Häme Hospital District;922
Year 2022 Week 16;Päijät-Häme Hospital District;918
Year 2022 Week 17;Päijät-Häme Hospital District;606
Year 2022 Week 18;Päijät-Häme Hospital District;448
Year 2022 Week 19;Päijät-Häme Hospital District;449
Year 2022 Week 20;Päijät-Häme Hospital District;330
Year 2022 Week 21;Päijät-Häme Hospital District;315
Year 2022 Week 22;Päijät-Häme Hospital District;308
Year 2022 Week 23;Päijät-Häme Hospital District;285
Year 2022 Week 24;Päijät-Häme Hospital District;298
Year 2022 Week 25;Päijät-Häme Hospital District;344
Year 2022 Week 26;Päijät-Häme Hospital District;411
Year 2022 Week 27;Päijät-Häme Hospital District;498
Year 2022 Week 28;Päijät-Häme Hospital District;543
Year 2022 Week 29;Päijät-Häme Hospital District;555
Year 2022 Week 30;Päijät-Häme Hospital District;551
Year 2022 Week 31;Päijät-Häme Hospital District;488
Year 2022 Week 32;Päijät-Häme Hospital District;461
Year 2022 Week 33;Päijät-Häme Hospital District;334
Year 2022 Week 34;Päijät-Häme Hospital District;216
Year 2022 Week 35;Päijät-Häme Hospital District;183
Year 2022 Week 36;Päijät-Häme Hospital District;223
Year 2022 Week 37;Päijät-Häme Hospital District;333
Year 2022 Week 38;Päijät-Häme Hospital District;294
Year 2022 Week 39;Päijät-Häme Hospital District;411
Year 2022 Week 40;Päijät-Häme Hospital District;579
Year 2022 Week 41;Päijät-Häme Hospital District;549
Year 2022 Week 42;Päijät-Häme Hospital District;472
Year 2022 Week 43;Päijät-Häme Hospital District;475
Year 2022 Week 44;Päijät-Häme Hospital District;431
Year 2022 Week 45;Päijät-Häme Hospital District;392
Year 2022 Week 46;Päijät-Häme Hospital District;394
Year 2022 Week 47;Päijät-Häme Hospital District;439
Year 2022 Week 48;Päijät-Häme Hospital District;427
Year 2022 Week 49;Päijät-Häme Hospital District;362
Year 2022 Week 50;Päijät-Häme Hospital District;349
Year 2022 Week 51;Päijät-Häme Hospital District;163
Year 2022 Week 52;Päijät-Häme Hospital District;141
Year 2023 Week 01;Päijät-Häme Hospital District;69
